stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
E13840,51.213634,-1.369723,444120.0,146237.0,0.88,0.07200000000000001,0.88,0.15
E73739,54.84256,-5.12003,199760.0,554214.0,,,,
45188,51.050366,-3.444914,298816.0,128885.0,0.892,0.04,0.5,0.07200000000000001
4650,52.44592,-1.959798,402829.0,283108.0,,,,
E2223,52.244802,-0.905866,474800.0,261300.0,2.04,-0.09,1.26,0.068
2895TH,51.45237,-0.5204679999999999,502902.0,173637.0,0.889,0.022,0.53,0.055
48120,50.292337,-4.78176,201955.0,47300.0,,,,
E14680,50.724025,-1.155928,459676.0,91940.0,3.709,2.47,3.2,2.39
50104,51.090417,-4.069497,255165.0,134383.0,,,,
4688,53.022713,-1.3075350000000001,446545.0,347494.0,0.937,0.177,2.2,0.199
690207,53.62694,-2.13755,391000.0,414500.0,2.425,0.2,1.5,0.26
2733TH,51.502275,-0.617647,496045.0,179055.0,,,,
E10800,50.806801,-0.682809,492907.0,101632.0,,,,
E74324,58.20781,-6.3889700000000005,142280.0,932739.0,,,,
45191,50.80354,-3.756052,276355.0,101913.0,,,,
4690,53.048603,-0.7814789999999999,481781.0,350844.0,0.743,0.198,1.5,0.246
47116,50.635525,-4.279753,238880.0,84240.0,4.181,0.06,2.3,0.352
4015,53.397737,-0.9649559999999999,468920.0,389490.0,2.4,0.294,2.7,0.548
4391TH,51.442857,0.029817,541165.0,173495.0,,,,
E9890,51.067869,-0.48868599999999995,505990.0,130924.0,3.453,-0.01,2.25,0.2
45192,50.8572,-3.402107,301408.0,107347.0,,,,
4691,53.024249,-1.068919,462548.0,347846.0,0.178,0.042,1.2,0.058
531112,51.438369,-2.003555,399849.0,171042.0,1.072,0.023,0.47700000000000004,0.04
4372TH,51.382923,0.075811,544550.0,166920.0,1.795,0.40700000000000003,1.2,0.468
44147,50.735862,-2.955096,332696.0,93352.0,1.409,0.0,0.79,0.0
E43779,52.476907,-0.9222039999999999,473300.0,287100.0,,,,
E70239,49.18333,-2.11667,391593.0,-79699.0,,,,
45266,50.743324,-3.293719,308815.0,94545.0,,,,
4693,53.328427,-1.738804,417493.0,381312.0,0.379,0.122,0.9,0.127
L1304,53.677173,-1.491306,433700.0,420200.0,1.645,0.01,0.85,0.043000000000000003
F2313,54.183434,-1.354871,442200.0,476600.0,4.24,0.507,1.783,0.5660000000000001
3091TH,51.335047,-0.46104000000000006,507305.0,160675.0,,,,
E5080,51.140192,1.287219,630043.0,143019.0,0.585,0.041,0.5,0.094
45264,50.821887,-3.028076,327679.0,102987.0,,,,
4651,52.631471,-2.118311,392089.0,303754.0,,,,
E41071,52.740493,0.38720299999999996,561254.0,318547.0,,,,
50130,51.143171,-3.892262,267727.0,139915.0,1.752,0.033,1.0,0.112
L1377,53.727802,-1.6612529999999999,422447.0,425766.0,1.542,-0.037,2.52,-0.007
E73224,52.71933,-4.04503,261969.0,315483.0,,,,
45265,50.681264,-3.31456,307222.0,87670.0,,,,
L3915,54.616236,-1.285486,446240.0,524801.0,0.27,0.032,0.65,0.036000000000000004
L1800,53.71643,-0.908963,472100.0,425000.0,6.096,,,
0898TH,51.68119,-1.668729,423000.0,198100.0,0.997,-0.299,0.35000000000000003,0.0
2900,52.176016,-1.583205,428598.0,253167.0,3.492,0.111,1.38,0.189
L2481,53.960064,-1.068713,461202.0,451956.0,10.327,5.38,7.6850000000000005,5.47
45263,50.695399,-3.318679,306959.0,89247.0,,,,
4662,52.42894,-1.942444,404010.0,281220.0,,,,
50135,51.055152,-3.795036,274289.0,129957.0,1.98,0.04,1.1,0.095
E15110,50.701997,-1.291783,450110.0,89390.0,2.693,,,
52245,51.090694,-2.943768,334000.0,132800.0,,,,
L2471,53.954489,-1.077675,460622.0,451328.0,9.28,7.21,7.798,7.508
E74424,60.15403,-1.14031,447829.0,1141374.0,,,,
45193,50.612687,-3.471982,295949.0,80254.0,,,,
F1509,53.983214,-2.109719,392902.0,454136.0,1.135,0.192,1.5,0.201
4207,53.010442,-1.024175,465570.0,346350.0,1.5390000000000001,0.07200000000000001,0.6000000000000001,0.10300000000000001
3235TH,51.186743,-0.163694,528430.0,144660.0,4.465,1.21,3.7,1.3980000000000001
2887TH,51.565274,-0.452775,507340.0,186290.0,1.962,0.461,1.5,0.557
E1284,52.571738,-0.41529000000000005,507496.0,298282.0,,,,
750605,54.565937,-3.063696,331321.0,519490.0,3.25,0.05,1.0,0.11
F2108,54.109995,-1.7850700000000002,414149.0,468258.0,3.395,-0.009000000000000001,2.0,0.082
2008,52.313207,-2.591539,359770.0,268510.0,5.968,0.279,4.5,0.428
E23081,52.655971,1.206957,617000.0,311300.0,,,,
SU74_40,51.224995,-0.985035,470972.0,147801.0,97.13,84.97,96.06,85.77
E1328,53.332056,0.271964,551390.0,384090.0,,,,
700311,53.588789,-2.773605,348888.0,410525.0,3.599,-0.03,2.925,0.1
50193,51.023856,-4.236897,243218.0,127325.0,1.443,0.39,1.2,0.325
E23073,52.627666,1.222621,618200.0,308200.0,,,,
E1406,53.228743,-0.528903,498300.0,371200.0,1.3519999999999999,0.0,0.988,0.846
44109,50.653725,-2.473258,366640.0,83890.0,0.751,0.088,0.35000000000000003,0.134
2268,51.85196,-2.18652,387249.0,217058.0,1.7269999999999999,0.301,2.0,0.02
E1254,52.656782,-0.382143,509530.0,307791.0,,,,
L17033,53.79812,-1.629518,424500.0,433600.0,1.5030000000000001,0.05,0.5,0.066
2513,51.753386,-2.322244,377852.0,206127.0,2.211,0.198,0.857,0.28700000000000003
L24001,53.782406,-1.057504,462200.0,432200.0,6.02,-0.066,3.776,0.132
E21621,52.633061,1.288057,622600.0,309000.0,,,,
E65506,52.799071,-0.132694,525991.0,324025.0,,,,
F2505,54.203845,-0.937557,469400.0,479200.0,2.709,0.138,2.05,0.34
1484TH,51.895439,-1.13585,459560.0,222230.0,1.8519999999999999,0.037,1.309,0.10300000000000001
2170,52.754258,-2.534083,364050.0,317540.0,2.357,0.056,0.788,0.166
43167,51.147988,-1.739464,418320.0,138780.0,74.81,65.56,69.0,0.0
E1275,53.111442,0.303647,554290.0,359620.0,,,,
730120,54.36176,-2.771951,349935.0,496525.0,2.532,0.1,1.2,0.13
2020TH,51.573061,-1.233747,453200.0,186300.0,0.486,0.053,0.24,0.08600000000000001
L1821,53.707591,-1.056828,462355.0,423877.0,3.38,0.07200000000000001,1.5,0.265
E23223,52.381676,1.272272,622800.0,281000.0,,,,
E1318,53.693257,-0.586425,493436.0,422797.0,,,,
E2613,52.666216,-0.280199,516400.0,309000.0,1.8599999999999999,0.0,1.152,0.9440000000000001
2904TH,51.382892,-0.458071,507400.0,166000.0,1.121,-0.16,0.30000000000000004,0.076
762505,54.890119,-2.830743,346810.0,555360.0,5.829,0.34,3.36,0.41000000000000003
E1657,52.856717,-0.628208,492463.0,329685.0,,,,
E4990,53.213741,0.031361,535744.0,370447.0,,,,
45217,50.747683,-3.110915,321720.0,94820.0,2.044,0.09,1.0,0.185
E12401,50.953881,-1.3703940000000001,444320.0,117350.0,1.006,0.017,0.75,0.059000000000000004
E24323,51.852475,0.963271,604179.0,221250.0,3.997,,,
E5309,53.507924,0.040547,535422.0,403187.0,,,,
47172,50.550641,-4.14273,248296.0,74513.0,3.053,0.713,1.6480000000000001,0.78
4195,52.553447,-1.171951,456240.0,295390.0,1.447,0.07100000000000001,1.1,0.088
4186,53.003454,-1.310004,446400.0,345350.0,3.079,0.882,2.8,0.964
023047,54.955468,-1.637163,423334.0,562376.0,,,,
770500,55.009258,-2.963066,338505.0,568726.0,2.589,-0.002,2.5300000000000002,0.1
1208TH,51.988876,-1.697906,420841.0,232313.0,1.461,0.08700000000000001,1.21,0.095
2133,52.126787,-2.056054,396259.0,247611.0,3.365,0.065,0.636,0.116
E47041,52.255096,0.055885,540427.0,263872.0,1.703,0.067,0.8,0.06
2858TH,51.523622,-0.48928699999999997,504905.0,181605.0,,,,
024019,54.818735,-1.455174,435107.0,547236.0,,,,
5308TH,51.713361,-0.060582,534085.0,203406.0,1.57,0.734,2.4,0.767
1290_w1TH,51.786053,-1.3511980000000001,444850.0,209910.0,1.091,0.026000000000000002,0.9,0.085
51103,51.213871,-3.474382,297115.0,147108.0,6.9190000000000005,,,
E2886,53.147149,-0.41712499999999997,505962.0,362283.0,,,,
L0306,53.340038,-1.319003,445440.0,382788.0,40.656,34.968,35.626,34.968
024015,54.633826,-1.719549,418201.0,526560.0,1.625,0.013000000000000001,1.27,0.091
E22897,51.720457,0.5398339999999999,575533.0,205468.0,1.514,0.026000000000000002,0.75,0.035
L0206,53.233706,-1.418671,438900.0,370900.0,3.35,0.43,2.3,0.51
E21985,52.093857,0.415972,565600.0,246700.0,,,,
L2809B,54.132582,-0.791032,479093.0,471425.0,,,,
E23151,52.188599,1.451217,635999.0,260100.0,1.355,0.057,0.268,0.096
L2008,53.905078,-1.6300949999999998,424400.0,445500.0,3.996,-0.845,3.1,0.09
3635TH,51.541775,-0.41819799999999996,509793.0,183728.0,2.363,0.11,2.55,0.162
E46469,53.358347,0.007095,533672.0,386486.0,,,,
3090TH,51.37248,-0.46632199999999996,506850.0,164830.0,1.9340000000000002,0.792,1.4,0.96
1238TH,51.861678,-1.594363,428030.0,218200.0,3.027,0.517,2.02,0.5630000000000001
50119,50.845457,-3.886253,267300.0,106800.0,2.993,0.06,1.9,0.11800000000000001
E24834,52.569664,1.104711,610500.0,301400.0,,,,
E1195,53.055096,-0.217185,519588.0,352358.0,,,,
E23745,52.676627,0.36647,560088.0,311398.0,4.966,,,
51112,51.207333,-3.596358,288580.0,146559.0,0.20800000000000002,0.0,0.5,0.006
L3206,53.751801,-0.333208,510002.0,429672.0,,,,
E21854,52.137162000000004,1.235306,621500.0,253700.0,,,,
E27454,53.564461,-0.127006,524146.0,409171.0,,,,
762540,54.912827,-2.893015,342848.0,557936.0,5.694,0.009000000000000001,2.4,0.114
L0215,53.302721,-1.472506,435250.0,378550.0,1.082,-0.108,0.7000000000000001,0.0
023023,54.952174,-1.959366,402700.0,561950.0,5.991,-0.056,2.1,0.329
E21158,52.79069,1.455968,633117.0,327058.0,,,,
2868TH,51.467107,-0.49979199999999996,504305.0,175305.0,,,,
E46472,53.3582,0.009958,533863.0,386475.0,,,,
47135,50.585989,-4.106699,250960.0,78370.0,2.179,0.013000000000000001,2.0,0.061
E1890,51.1015,0.392574,567610.0,136300.0,3.36,0.0,2.19,0.014
711610,53.855184,-2.451318,370410.0,439980.0,2.862,0.17,1.9,0.254
E4821,52.210687,-1.013543,467500.0,257400.0,,,,
1431TH,52.017279,-1.380792,442590.0,235610.0,2.23,0.597,1.11,0.636
E2699,52.377799,-0.7204149999999999,487200.0,276300.0,2.071,0.0,1.3,0.076
53119,51.240687,-2.349087,375727.0,149115.0,2.025,0.04,1.5,0.084
E1685,53.131624,-0.146782,524086.0,360990.0,,,,
E65001,53.218281,-0.347898,510409.0,370300.0,,,,
E72439,51.211131,-4.112362,252549.0,147891.0,5.698,,,
L0809,53.58418,-1.52866,431301.0,409837.0,2.865,0.052000000000000005,1.3,0.289
5112TH,51.965459,0.146003,547530.0,231840.0,2.333,-0.27,1.3,0.027
E46041,52.361622,1.470589,636400.0,279400.0,,,,
43192,50.929113,-2.163861,388580.0,114420.0,117.68,99.43,107.5,0.0
E2728,53.390809,0.205849,546786.0,390487.0,,,,
E72424,51.21114,-4.11239,252547.0,147892.0,,,,
4158,52.648317,-1.2153909999999999,453180.0,305910.0,2.411,0.6900000000000001,1.8,0.76
45159,50.989182,-3.484134,295930.0,122136.0,2.028,0.005,0.9,0.018000000000000002
E27675,51.644879,0.396505,565910.0,196729.0,2.344,-0.6980000000000001,2.056,0.0
F2518,54.242462,-0.8138019999999999,477400.0,483625.0,0.8270000000000001,0.1,0.5,0.12
F0304,53.366838,-1.352044,443213.0,385749.0,4.067,0.166,2.0,0.39
3079TH,51.220824,-0.5694589999999999,500000.0,147820.0,1.158,0.063,0.526,0.088
43106,50.730338,-1.773396,416089.0,92327.0,1.9929999999999999,,,
E22720,51.979883,0.9574189999999999,603200.0,235400.0,,,,
5484TH,51.543054,0.07552,544025.0,184726.0,,,,
L1704,53.740964,-1.36876,441732.0,427362.0,,,,
L1546,53.918527,-2.130286,391540.0,446941.0,1.31,-0.013000000000000001,0.5,0.002
4060,53.024857,-1.028024,465290.0,347950.0,1.2429999999999999,0.058,0.75,0.098
4014,52.791503,-2.038506,397500.0,321550.0,2.866,0.005,1.986,0.30000000000000004
761515,54.543667,-2.9503500000000003,338616.0,516907.0,1.016,0.1,1.0,0.048
2131,52.211373,-2.215962,385340.0,257040.0,1.798,0.509,1.35,0.544
751007,54.604556,-3.159541,325195.0,523885.0,4.271,0.229,1.327,0.307
5172TH,51.795404,0.134177,547272.0,212905.0,2.87,0.84,2.078,0.016
E37212,52.62086,1.306353,623900.0,307700.0,,,,
E1957,52.754349,-0.28934000000000004,515549.0,318788.0,,,,
L2471B,53.95262,-1.078951,460541.0,451119.0,,,,
53154,51.578233,-2.074985,394900.0,186600.0,2.733,0.01,0.677,0.052000000000000005
2232TH,51.436872,-1.577706,429450.0,170960.0,0.653,-0.053,0.504,0.0
2221,51.881479,-2.206851,385858.0,220345.0,2.043,0.335,2.0,0.338
E4486,52.461427,-0.711074,487670.0,285613.0,,,,
L1353,53.681313,-1.509878,432470.0,420652.0,1.9300000000000002,-0.037,0.322,0.037
2941TH,51.361518,-0.689296,491352.0,163310.0,1.653,0.4,1.35,0.4
E2304,52.68874,-0.412477,507400.0,311300.0,1.56,0.01,1.18,0.045
2602TH,51.532713,-0.6994659999999999,490306.0,182336.0,1.134,-0.217,0.30000000000000004,0.0
43172,51.110151,-1.996228,400360.0,134540.0,104.43,84.35,93.0,0.0
690404,53.580581,-2.375269,375251.0,409399.0,,,,
L0204,53.239901,-1.420925,438744.0,371588.0,3.091,0.0,1.33,0.047
49152,50.471699,-4.718637,207180.0,67074.0,,,,
3115TH,51.430935,-0.496618,504608.0,171287.0,1.158,0.28200000000000003,0.85,0.371
E23169,52.337364,1.530359,640600.0,276900.0,,,,
680302,53.077612,-2.522479,365095.0,353505.0,,,,
E21187,51.907687,-0.668546,491690.0,224077.0,1.698,0.037,0.326,0.064
E21657,52.166195,-0.30929799999999996,515733.0,253340.0,2.241,0.176,1.04,0.267
L12010,53.732082,-2.153506,389970.0,426200.0,1.146,-0.168,1.12,0.084
E4489,52.364156,-0.697032,488819.0,274811.0,,,,
44237,50.800191,-2.502719,364668.0,100191.0,172.19,151.77,162.0,0.0
690315,53.563681,-2.33354,378005.0,407505.0,,,,
50117,50.882269,-4.065162,254820.0,111230.0,4.086,0.0,2.7,0.03
43115,51.302514,-1.809882,413350.0,155950.0,1.1440000000000001,0.005,0.7000000000000001,0.056
43231,50.768235,-1.876842,408781.0,96524.0,3.449,0.14300000000000002,1.913,0.322
E24836,52.385291,1.669425,649800.0,282700.0,,,,
2877TH,51.438563,-0.5179929999999999,503105.0,172105.0,,,,
692707,53.410225,-2.233923,384547.0,390406.0,,,,
L3204,53.843243,-0.399574,505397.0,439744.0,3.89,1.165,3.5,1.524
4023,53.223665,-1.727504,418290.0,369660.0,1.5630000000000002,0.221,0.75,0.267
E1696,53.574576,-0.108253,525358.0,410329.0,1.11,0.016,0.78,0.189
48197,50.071815,-5.295076,164315.0,24280.0,,,,
681009,53.162803,-2.2137729999999998,385804.0,362876.0,,,,
023021,54.974805,-2.023395,398600.0,564468.0,5.759,0.055,3.1,0.132
0569TH,51.663588,-1.749677,417410.0,196120.0,4.49,1.968,3.81,2.07
E71039,54.489967,-0.614597,489840.0,511399.0,4.696,,,
690211,53.642852,-2.108983,392892.0,416267.0,,,,
4020TH,51.380413,-0.243611,522330.0,166060.0,2.8529999999999998,0.836,2.2,0.9510000000000001
690450,53.613958,-2.427881,371790.0,413132.0,1.709,0.177,2.2,0.185
E71024,54.49,-0.6146100000000001,489839.0,511403.0,,,,
1480SO,51.139335,1.2363979999999999,626493.0,142766.0,45.634,28.802,44.912,31.322
3678TH,51.44708,-0.34790699999999997,514905.0,173305.0,,,,
690700,53.539354,-2.053007,396584.0,404748.0,,,,
680301,52.983736,-2.518888,365260.0,343060.0,2.823,0.039,2.0,0.107
1503TH,51.670388,-1.268257,450700.0,197100.0,0.581,-0.26,0.2,-0.25
L2806,53.918088,-0.9293079999999999,470419.0,447415.0,7.119,4.77,6.1,5.456
682500,53.397576,-3.011334,332850.0,389450.0,,,,
713030,53.752898,-2.680437,355230.0,428720.0,5.4879999999999995,-0.07,3.5,0.15
L3934,54.574258,-1.316493,444283.0,520110.0,3.026,-0.034,1.646,0.125
713120,53.731625,-2.490617,367730.0,426250.0,2.215,0.2,1.25,0.304
E21332,51.989985,0.394354,564500.0,235100.0,,,,
764120,54.893717,-2.899655,342395.0,555815.0,,,,
4050TH,51.391152,-0.216322,524200.0,167300.0,2.399,0.279,1.76,0.459
46115,50.5162,-3.757538,275492.0,69966.0,1.5430000000000001,0.018000000000000002,0.9500000000000001,0.117
52125,51.053328,-2.891431,337615.0,128599.0,7.891,0.0,7.6129999999999995,4.554
4012,52.75692,-1.805399,413230.0,317720.0,2.678,0.08600000000000001,1.521,0.583
F2581,54.215889,-0.9697589999999999,467280.0,480509.0,1.933,0.146,0.44,0.161
2814TH,51.719476,-0.289861,518230.0,203690.0,2.722,0.747,1.85,0.9390000000000001
E1720,53.248451,-0.598475,493613.0,373299.0,,,,
E25501,50.842274,-0.939259,474781.0,105286.0,,,,
4080TH,51.431619,-0.25215000000000004,521600.0,171740.0,1.8679999999999999,0.0,1.6099999999999999,0.1
761103,54.536126,-2.7626429999999997,350750.0,515920.0,2.51,0.01,1.0,0.07
E23249,52.083207,1.232041,621544.0,247691.0,,,,
E8560,51.007923,-0.09614099999999999,533665.0,124896.0,,,,
E7842,50.912658,0.29075799999999996,561135.0,115076.0,1.8399999999999999,0.0,0.269,0.028
E4222,52.94938,-0.702125,487300.0,339900.0,1.7000000000000002,0.0,0.85,0.037
E23019,52.464571,1.564233,642209.0,291156.0,1.49,0.514,1.1,0.0
E21011,52.713553,0.925589,597714.0,316893.0,,,,
F2570,54.303695,-1.000302,465150.0,490250.0,2.55,0.128,0.453,0.162
L0303,53.390594,-1.361999,442527.0,388386.0,30.374,25.257,29.45,25.333
4625TH,51.896722,-0.41961499999999996,508840.0,223200.0,1.2850000000000001,-0.043000000000000003,2.5,0.013000000000000001
E21865,52.699559,1.312924,623942.0,316471.0,,,,
694744,53.47815,-2.918171,339160.0,398330.0,2.223,0.12,1.3,0.21
E4482,52.755941,-0.534509,499000.0,318600.0,1.499,0.0,0.99,0.01
0020,51.456735,0.334956,562320.0,175670.0,4.78,,,
E21609,52.133733,-0.460042,505500.0,249500.0,1.417,0.154,0.524,0.252
49115,50.465604,-4.55955,218444.0,65995.0,1.377,0.068,0.5740000000000001,0.167
055013_TG 326,52.220498,-2.984666,332830.0,258490.0,2.398,0.042,1.0,0.062
E1255,52.656201,-0.379755,509693.0,307730.0,,,,
E1943,52.228409,-1.153852,457890.0,259250.0,,,,
E21511,52.058687,-0.7147479999999999,488215.0,240814.0,1.6880000000000002,0.20700000000000002,0.719,0.265
E42124,52.230338,-0.897436,475400.0,259700.0,3.4,1.0,2.0,1.13
1201TH,51.774692,-1.356854,444471.0,208643.0,1.187,-0.363,0.37,0.038
683200,53.298381,-2.773837,348522.0,378217.0,,,,
2937TH,51.386331,-0.5013569999999999,504380.0,166320.0,2.626,0.425,1.6,0.72
2891TH,51.509078,-0.47713000000000005,505782.0,180005.0,1.2,0.615,2.0,0.74
1993TH,51.641035,-1.163757,457964.0,193913.0,2.835,0.145,1.376,0.223
E5314,53.47746,0.010648,533535.0,399742.0,,,,
693015,53.478947,-2.49657,367141.0,398141.0,,,,
L2210,54.09673,-1.394627,439688.0,466930.0,14.184,11.824,13.6,11.908
E60101,52.236542,0.176925,548750.0,262050.0,0.75,0.009000000000000001,0.294,0.218
2036,52.064842,-1.966688,402380.0,240720.0,4.922,-0.002,2.65,0.07200000000000001
43170,50.95784,-2.13093,390900.0,117610.0,139.65,132.72,136.0,0.0
693018,53.482114,-2.533481,364694.0,398511.0,,,,
692418,53.542889,-2.009008,399500.0,405140.0,1.242,0.03,0.9,0.04
764010,54.879957,-2.917974,341200.0,554299.0,3.007,0.214,1.75,0.249
024008,54.67286,-1.733251,417300.0,530900.0,4.343,0.25,3.4,0.28500000000000003
E4902,53.220735,-0.549518,496942.0,370281.0,,,,
E4400,52.522223,-0.28168699999999997,516681.0,292982.0,,,,
765100,54.897675,-2.946523,339395.0,556295.0,,,,
E21238,52.590375,1.436891,632895.0,304724.0,1.38,-0.65,1.1,0.0
3010TH,51.149557,-0.976568,471680.0,139420.0,0.436,-0.135,0.37,0.0
L2300,54.094667,-1.334108,443648.0,466736.0,6.289,0.299,5.25,0.437
E27472,52.4583,1.457139,634970.0,290105.0,,,,
E4218,52.999866,-0.421131,506055.0,345894.0,,,,
690465,53.606237,-2.399314,373675.0,412262.0,,,,
2569TH,51.635574,-0.753691,486350.0,193710.0,0.65,-0.375,0.255,-0.23
753050,54.650538,-3.52206,301890.0,529448.0,2.67,0.486,1.5,0.513
47128,50.639598,-4.407654,229851.0,84979.0,2.126,0.392,1.2,0.433
E1712,52.979421,-0.608134,493550.0,343360.0,,,,
685502,53.35514,-3.107479,326384.0,384824.0,,,,
2169,52.381603,-2.724237,350800.0,276200.0,4.976,0.709,2.4,0.771
E6140,50.950221,0.630976,584900.0,120050.0,1.881,0.0,0.457,0.0
52213,51.199702,-2.861707,339889.0,144852.0,3.09,1.25,2.042,1.5859999999999999
E27511,53.303673,-0.484488,501088.0,379597.0,,,,
52230,51.0375855002858,-2.8350199309979702,341549.0,126802.0,,,,
2071,51.922936,-2.265002,381872.0,224969.0,6.029,0.384,3.576,0.579
L2221,54.090598,-1.4975019999999999,432965.0,466195.0,0.838,0.128,0.5,0.139
E21230,52.492126,0.9388989999999999,599617.0,292307.0,2.178,0.03,1.43,0.10200000000000001
E2783,52.663783,-0.595588,495078.0,308267.0,,,,
43176,50.819754,-2.049215,396629.0,102247.0,42.6,22.0,32.0,0.0
2111SO,50.830028,-0.544844,502577.0,104397.0,,,,
E23277,52.181244,1.008338,605768.0,257933.0,1.55,0.076,0.97,0.13
3040TH,51.181979,-0.7502219999999999,487450.0,143270.0,2.086,0.099,1.4,0.139
690715,53.481022,-2.212509,385994.0,398278.0,3.365,0.042,2.5700000000000003,0.083
2832SO,50.791824,-1.107903,462975.0,99519.0,2.8200000000000003,,,
E2270,51.148275,0.682267,587700.0,142200.0,4.162,0.0,3.06,0.278
E9140,50.882836,-0.306828,519204.0,110626.0,3.35,0.0,2.84,0.353
53184,51.439017,-2.62578,356600.0,171300.0,3.6029999999999998,0.8300000000000001,1.16,0.914
44243,50.665692,-2.422525,370234.0,85199.0,60.56,31.44,56.0,0.0
E4910,53.157573,-0.126265,525383.0,363912.0,,,,
44236,50.806765,-2.400522,371874.0,100878.0,123.59,113.42,118.5,0.0
4087,52.524933,-1.911514,406100.0,291900.0,3.387,0.265,0.868,0.41000000000000003
1745TH,51.632965,-1.505814,434300.0,192800.0,1.982,0.0,0.62,0.069
L1812,53.721999,-1.149345,456229.0,425403.0,5.95,-0.24,5.0,0.153
L39011,54.544678,-1.19878,451930.0,516899.0,0.8250000000000001,0.001,0.35000000000000003,0.012
L3241,53.747798,-0.286429,513097.0,429300.0,1.6560000000000001,,,
1020TH,51.886693,-1.767911,416070.0,220930.0,0.597,0.057,0.24,0.082
761706,54.628797,-2.837846,346007.0,526287.0,1.998,0.21,1.2,0.30000000000000004
43173,51.126078,-2.13555,390610.0,136320.0,140.29,132.86,138.0,0.0
F3105,53.985472,-0.374695,506671.0,455604.0,1.994,0.262,1.517,0.41100000000000003
E6990,50.839401,0.30958199999999997,562713.0,106972.0,,,,
2034,52.385318,-2.337878,377100.0,276420.0,2.984,0.047,1.0,0.084
E1310,52.493886,-0.649292,491800.0,289300.0,4.457,0.0,2.5,0.003
4980TH,51.839044,-0.027533,535990.0,217444.0,1.986,0.053,2.0,0.128
L3208,53.767537,-0.330293,510153.0,431427.0,4.55,0.10400000000000001,4.1,0.453
E11610,50.811838,-1.04162,467618.0,101803.0,,,,
737537,54.284617,-3.085173,329450.0,488210.0,1.701,0.06,0.9500000000000001,0.18
E2119,52.246264,-0.779863,483400.0,261600.0,1.237,0.0,0.605,0.273
2124,51.764493,-2.5568049999999998,361670.0,207460.0,1.268,0.006,0.6000000000000001,0.044
L3207,53.83905,-0.39525000000000005,505692.0,439284.0,0.993,-1.608,0.5,-0.671
F2125,53.971111,-1.38968,440132.0,452956.0,2.979,0.08,0.47200000000000003,0.15
022001,55.333528,-1.631891,423450.0,604450.0,6.32,0.168,2.7,0.27
53147,51.543699,-2.464859,367859.0,182859.0,5.89,-1.6099999999999999,0.591,0.14100000000000001
L3250,53.874886,-0.318231,510665.0,443388.0,3.05,-0.4,2.0,-0.312
024006,54.746819,-2.074526,395300.0,539100.0,1.5030000000000001,0.02,0.8200000000000001,0.036000000000000004
0530TH,51.667039,-1.8168929999999999,412760.0,196490.0,1.436,-0.532,1.2730000000000001,-0.6000000000000001
E11301,50.863667,-1.166426,458760.0,107460.0,2.215,0.012,1.3900000000000001,0.076
44240,50.838682,-2.286813,379900.0,104390.0,143.871,124.518,130.0,0.0
E4230,51.182671,1.035967,612276.0,146986.0,87.181,57.17,84.647,58.329
F3120,53.97829,-0.334,509358.0,454867.0,,,,
E8010,50.888318,0.244134,557940.0,112269.0,3.021,0.0,1.349,0.424
4098,53.591975,-0.738178,483616.0,411341.0,7.23,-0.20700000000000002,5.0,0.612
F2809,54.146645,-0.759757,481109.0,473025.0,5.231,0.135,3.095,0.336
E23235,52.348797,1.192003,617500.0,277100.0,,,,
L3246,53.86754,-0.367529,507443.0,442495.0,0.317,,,
2702SO,50.967977,0.08441799999999999,546457.0,120797.0,,,,
48110,50.333505,-5.137115,176841.0,52883.0,1.528,0.188,1.09,0.135
E24829,52.249147,-0.485347,503500.0,262300.0,2.179,0.587,0.7000000000000001,0.12
44216,50.795256,-2.522871,363244.0,99652.0,0.551,0.06,0.255,0.07200000000000001
43174,51.016457,-1.796939,414340.0,124140.0,68.21,48.64,57.0,0.0
E9980,51.08313,-0.455636,508270.0,132669.0,,,,
E1782,52.470494,-0.909111,474200.0,286400.0,2.39,0.0,1.3900000000000001,0.04
45121,51.021855,-3.5313600000000003,292691.0,125837.0,3.05,0.06,1.5,0.179
E8360,50.968752,0.097884,547400.0,120910.0,1.49,0.0,1.3,0.30000000000000004
E4810,52.179081,-0.7996179999999999,482175.0,254105.0,,,,
E9970,51.078306,-0.333609,516829.0,132319.0,,,,
52211,51.112337,-2.451073,368520.0,134880.0,2.692,0.2,0.673,0.19
E21968,52.320879,-0.002271,536256.0,271077.0,3.1,0.092,1.215,0.215
48187,50.206022,-5.49846,150465.0,39860.0,1.233,0.002,0.659,0.028
E20024,52.910037,-0.64709,491080.0,335592.0,,,,
E2604,52.716617,-0.36787899999999996,510344.0,314468.0,,,,
2135SO,51.013588,-0.088368,534194.0,125540.0,,,,
690713,53.474178,-2.228957,384900.0,397520.0,1.714,0.03,1.4,0.069
2639,52.394857,-3.160345,321140.0,278061.0,2.535,0.001,0.6000000000000001,0.024
E1835,53.329892,-0.6440549999999999,490400.0,382300.0,4.344,0.0,2.87,0.836
E22018,52.597814,1.2617829999999999,621000.0,305000.0,,,,
TQ25_86,51.282737,-0.196979,525842.0,155277.0,106.775,83.955,100.172,84.391
L3243,53.804698,-0.309166,511447.0,435594.0,0.8300000000000001,-2.62,-0.6000000000000001,-2.527
4193,52.760041,-0.8539519999999999,477435.0,318665.0,,,,
